5.28932, 5.30427, 0.800005, 0.00951631, -0.0333941, -0.999242
5.28922, 5.30374, 0.804628, 0.00929329, -0.0318414, -0.999288
5.28901, 5.30501, 0.799874, -0.00910986, 0.0307329, 0.999392
5.28771, 5.30415, 0.80062, -0.00683275, 0.0330526, 0.99928
5.29041, 5.30425, 0.800925, -0.00927451, 0.0315577, 0.999299
5.29066, 5.30413, 0.799092, -0.0112411, 0.0282471, 0.999408
5.28983, 5.3038, 0.803078, 0.00839358, -0.0308342, -0.999335
5.28734, 5.30436, 0.795907, 0.00547319, -0.0328204, -0.99936
5.28889, 5.30446, 0.801919, 0.00824122, -0.0328414, -0.999295
5.28754, 5.30484, 0.798711, -0.00743302, 0.0296881, 0.999396
5.29074, 5.30293, 0.798442, -0.0109641, 0.0332751, 0.999272
5.28935, 5.30444, 0.80253, -0.010353, 0.0311019, 0.999336
5.2888, 5.30326, 0.796248, 0.0073479, -0.0309994, -0.999349
5.2882, 5.30285, 0.795274, -0.00886734, 0.0320733, 0.999315
5.29029, 5.303, 0.803569, 0.0126479, -0.0340513, -0.999212
5.29053, 5.30391, 0.796203, -0.00928659, 0.0331696, 0.99923
5.29051, 5.30452, 0.800633, 0.0117846, -0.0323934, -0.999286
5.28951, 5.30443, 0.799271, -0.00513985, 0.0322397, 0.99935
5.28969, 5.3049, 0.802783, -0.00715877, 0.0338162, 0.999272
5.28872, 5.30535, 0.80041, 0.00786072, -0.0365864, -0.999198
5.29017, 5.30443, 0.798742, 0.0123093, -0.0309161, -0.999237
5.29061, 5.30362, 0.801468, -0.0104042, 0.0334243, 0.9993
5.28977, 5.30491, 0.804772, -0.0113551, 0.0330854, 0.999305
5.28795, 5.30451, 0.796845, 0.00711595, -0.0309325, -0.999348
5.28995, 5.30533, 0.801223, 0.0115389, -0.031557, -0.99931
5.29005, 5.30366, 0.80091, -0.0075689, 0.0322494, 0.999306
5.29013, 5.30313, 0.800656, -0.0142164, 0.0335931, 0.999159
5.28885, 5.30439, 0.798164, 0.0105562, -0.0310286, -0.999302
5.29009, 5.30432, 0.799091, -0.0117127, 0.0313348, 0.999298
5.28911, 5.30379, 0.800588, -0.00886317, 0.0339778, 0.999273
5.28942, 5.30508, 0.799364, -0.0112282, 0.0374944, 0.999113
5.29013, 5.30331, 0.799567, -0.0122798, 0.0331941, 0.999225
5.29101, 5.30355, 0.802714, -0.0119275, 0.0337294, 0.999197
5.28925, 5.304, 0.798163, -0.0076615, 0.0317713, 0.999339
5.29047, 5.30485, 0.80118, -0.0108434, 0.0315457, 0.999285
5.2907, 5.30344, 0.798838, 0.0118161, -0.032299, -0.999269
5.28933, 5.30382, 0.798766, 0.00875219, -0.03204, -0.999316
5.2894, 5.30483, 0.794775, 0.0109929, -0.0318933, -0.999321
5.29046, 5.30292, 0.798789, -0.0103433, 0.0328699, 0.999299
5.29019, 5.30426, 0.801216, -0.0108989, 0.0312811, 0.999292
5.28999, 5.30488, 0.799693, 0.00994852, -0.0330033, -0.999264
5.29097, 5.3032, 0.801407, 0.00948688, -0.0311184, -0.999318
5.29034, 5.30368, 0.801632, 0.00881433, -0.0323831, -0.999291
5.28955, 5.30431, 0.799374, 0.0100379, -0.032073, -0.999292
5.28928, 5.30414, 0.798347, -0.0106481, 0.0324157, 0.999282
5.28932, 5.30354, 0.797269, -0.00999791, 0.0322251, 0.999273
5.29006, 5.30449, 0.798799, -0.0100897, 0.033342, 0.999298
5.28924, 5.30504, 0.797954, -0.00777344, 0.0298249, 0.999334
5.2903, 5.30411, 0.797131, -0.0115122, 0.0335307, 0.999196
5.28997, 5.3053, 0.800236, -0.0106587, 0.0348404, 0.999191
5.29055, 5.30511, 0.803434, 0.010779, -0.03262, -0.999303
5.29144, 5.30426, 0.799171, 0.0137158, -0.0329879, -0.999255
5.28929, 5.30359, 0.79423, -0.00883198, 0.0287777, 0.999333
5.28947, 5.30477, 0.801958, 0.0104276, -0.0340489, -0.999232
5.28962, 5.30468, 0.795207, 0.00956139, -0.0328765, -0.999271
5.28877, 5.30476, 0.800785, -0.00796281, 0.033188, 0.999302
5.28977, 5.30347, 0.804223, 0.00896995, -0.0335047, -0.999264
5.29081, 5.3049, 0.800398, 0.00847492, -0.0309339, -0.99934
5.29081, 5.30542, 0.799253, 0.0106374, -0.034529, -0.999227
5.29089, 5.30487, 0.801992, 0.0117169, -0.0332982, -0.99925
5.28986, 5.30365, 0.79707, -0.0118331, 0.0324534, 0.999273
5.28771, 5.30513, 0.793803, 0.00695624, -0.0304322, -0.99939
5.29038, 5.30324, 0.80509, -0.0106389, 0.0302755, 0.999304
5.28876, 5.30476, 0.803909, 0.006521, -0.032735, -0.999326
5.28951, 5.30475, 0.802988, -0.010084, 0.0302796, 0.999376
5.28918, 5.30457, 0.798563, -0.00659679, 0.0310641, 0.999417
5.2904, 5.30437, 0.799389, 0.00865371, -0.0322937, -0.999283
5.2911, 5.30494, 0.800763, 0.00935226, -0.0316238, -0.999335
5.29048, 5.30416, 0.798986, 0.012438, -0.0316042, -0.999303
5.28949, 5.30505, 0.80035, 0.00959496, -0.0310614, -0.999307
5.29001, 5.30273, 0.80016, 0.00827407, -0.0319503, -0.999261
5.28915, 5.30366, 0.802354, -0.0109288, 0.0309179, 0.999335
5.28824, 5.30476, 0.801281, 0.00691192, -0.0288658, -0.999371
5.28955, 5.30346, 0.804713, -0.0093407, 0.0346038, 0.999257
5.29082, 5.30427, 0.80052, 0.0101858, -0.0319597, -0.999284
5.28751, 5.30431, 0.802711, -0.00815728, 0.0336939, 0.999334
5.29028, 5.30555, 0.799484, 0.00973004, -0.0333339, -0.999293
5.2888, 5.3039, 0.798581, -0.00882136, 0.0339149, 0.999215
5.28892, 5.30375, 0.795585, -0.00795628, 0.0317884, 0.999285
5.29062, 5.30405, 0.799505, -0.0130453, 0.0315661, 0.999293
5.28973, 5.30439, 0.797968, -0.00900528, 0.0273816, 0.999496
5.28907, 5.30413, 0.801867, 0.00880727, -0.0313547, -0.999376
5.29089, 5.30402, 0.801033, 0.00983365, -0.0318471, -0.999285
5.289, 5.30449, 0.801095, -0.00732837, 0.0311369, 0.999342
5.28891, 5.3052, 0.802654, -0.00878123, 0.031928, 0.99932
5.2893, 5.30445, 0.800084, 0.00779604, -0.0340692, -0.999254
5.29041, 5.30456, 0.796037, -0.00732861, 0.0307195, 0.999369
5.29018, 5.30463, 0.797372, -0.00630266, 0.0349237, 0.99926
5.28951, 5.30355, 0.804532, -0.00905757, 0.0338663, 0.999244
5.28998, 5.30378, 0.79662, 0.00715312, -0.035578, -0.999228
5.29011, 5.3033, 0.799587, 0.0121564, -0.0303767, -0.999283
5.29, 5.30444, 0.800873, -0.00918641, 0.0339294, 0.999256
5.28907, 5.30383, 0.796603, -0.00682931, 0.0309829, 0.999384
5.28934, 5.30413, 0.796385, -0.00752686, 0.0313281, 0.999369
5.28991, 5.30418, 0.79804, 0.00917246, -0.0300823, -0.999384
5.29187, 5.3043, 0.801507, -0.012086, 0.033222, 0.999217
5.2893, 5.30385, 0.803974, 0.00952657, -0.0319551, -0.999297
5.28894, 5.30384, 0.797122, -0.0131023, 0.0270921, 0.99938
5.28987, 5.30538, 0.800456, 0.0102458, -0.031684, -0.999332
5.28996, 5.30286, 0.800054, -0.012092, 0.0309557, 0.999293
